recv_time_ns,req_id,packet_id,total_pkts,t_emit_ns,src_node_id,L_in,L_out_expected,recv_node_id
4330125101,71,0,3,4262107617,61,1018,0,22
4331269103,71,1,3,4262107617,61,1018,0,22
4332413107,71,2,3,4262107617,61,1018,0,22
4342795732,72,0,3,4274778218,61,792,0,22
4343939734,72,1,3,4274778218,61,792,0,22
4345083742,72,2,3,4274778218,61,792,0,22
4346227744,73,0,2,4276379704,61,675,0,22
4347371747,73,1,2,4276379704,61,675,0,22
4381669492,74,0,4,4313651874,61,1054,0,22
4382813491,74,1,4,4313651874,61,1054,0,22
4383957494,74,2,4,4313651874,61,1054,0,22
4385101501,74,3,4,4313651874,61,1054,0,22
4389944598,75,0,3,4321926963,61,758,0,22
4391088606,75,1,3,4321926963,61,758,0,22
4392232609,75,2,3,4321926963,61,758,0,22
4428365232,76,0,2,4360347493,61,644,0,22
4429509235,76,1,2,4360347493,61,644,0,22
4534135019,77,0,2,4466117003,61,595,0,22
4535279021,77,1,2,4466117003,61,595,0,22
4617343666,78,0,3,4549325433,61,1023,0,22
4618487668,78,1,3,4549325433,61,1023,0,22
4619631670,78,2,3,4549325433,61,1023,0,22
4670971183,79,0,2,4602952813,61,599,0,22
4672115190,79,1,2,4602952813,61,599,0,22
4709231055,80,0,2,4641212581,61,642,0,22
4710375057,80,1,2,4641212581,61,642,0,22
4743758941,81,0,3,4675740378,61,710,0,22
4744902941,81,1,3,4675740378,61,710,0,22
4746046949,81,2,3,4675740378,61,710,0,22
4948138298,82,0,3,4880119197,61,877,0,22
4949282301,82,1,3,4880119197,61,877,0,22
4950426304,82,2,3,4880119197,61,877,0,22
4982298284,83,0,3,4914279092,61,726,0,22
4983442286,83,1,3,4914279092,61,726,0,22
4984586290,83,2,3,4914279092,61,726,0,22
